author,title,pub_date,item_uri,acq_date
"Prokosch, Frederic",The Seven Who Fled,1937,https://shakespeareandco.princeton.edu/books/prokosch-seven-fled/,1937-10
"Thurber, James",Let Your Mind Alone!,1937,https://shakespeareandco.princeton.edu/books/thurber-let-mind-alone/,1937-10
"Sitwell, Edith",I Live Under a Black Sun,1937,https://shakespeareandco.princeton.edu/books/sitwell-live-black-sun/,1937-10
"Lewis, C. Day",Starting Point,1937,https://shakespeareandco.princeton.edu/books/day-lewis-starting-point/,1937-10
"Royde-Smith, Naomi",For Us in the Dark,1937,https://shakespeareandco.princeton.edu/books/royde-smith-us-dark/,1937-10
"Walpole, Hugh",John Cornelius: His Life and Adventures,1937,https://shakespeareandco.princeton.edu/books/walpole-john-cornelius-life/,1937-10
"Shiels, George","The Passing Day: A Play in Six Scenes, and The Jailbird: A Comedy in Three Acts",1937,,1937-10
"Jellinek, Frank",The Paris Commune of 1871,1937,https://shakespeareandco.princeton.edu/books/jellinek-paris-commune-1871/,1937-10
"Yeats, William Butler",A Vision,1937,https://shakespeareandco.princeton.edu/books/yeats-vision/,1937-10
"Bottome, Phyllis",The Mortal Storm,1937,https://shakespeareandco.princeton.edu/books/bottome-mortal-storm/,1937-10
Anonymous,Welsh Short Stories: An Anthology,1937,https://shakespeareandco.princeton.edu/books/welsh-short-stories/,1937-10
"Waldock, A. D. A.",James Joyce and Others,1937,,1937-10
"Propper, Milton M.",The Divorce Court Murders,1934,https://shakespeareandco.princeton.edu/books/propper-divorce-court-murder/,1937-10
"Hull, Richard",The Murders of Monty,1937,https://shakespeareandco.princeton.edu/books/hull-murderers-monty/,1937-10
"Jones, David",In Parenthesis,1937,https://shakespeareandco.princeton.edu/books/jones-parenthesis/,1937-10
"Utley, Freda",Japan's Feet of Clay,1937,https://shakespeareandco.princeton.edu/books/utley-japans-feet-clay/,1937-10
"De la Roche, Manzo",The Very House,1937,https://shakespeareandco.princeton.edu/books/de-la-roche-house/,1937-10
"Lewis, C. Day",The Mind in Chains: Socialism and Cultural Revolution,1937,https://shakespeareandco.princeton.edu/books/day-lewis-mind-chains-socialism/,1937-10
"Fox, Paul Hervey",The Antagonists,1937,https://shakespeareandco.princeton.edu/books/fox-antagonists/,1937-10
"Marlowe, Dave",Comin Sir!: AN Autobiography of a Waiter,1937,https://shakespeareandco.princeton.edu/books/marlowe-coming-sir-autobiography/,1937-10
"Hemingway, Ernest",To Have and Have Not,1937,https://shakespeareandco.princeton.edu/books/hemingway-to-have-and/,1937-10
"Bromfield, Lewis/ Louis Bromfield",The Rains Came,1937,https://shakespeareandco.princeton.edu/books/louis-bromfield-rains-came/,1937-10
"Isherwood, Christopher",Sally Bowles,1937,https://shakespeareandco.princeton.edu/books/isherwood-sally-bowles/,1937-10
"Isherwood, Christopher",Mr. Norris Changes Trains: New Edition,1937,https://shakespeareandco.princeton.edu/books/isherwood-mr-norris-changes/,1937-10
"Romilly, Esmond",Boadilla,1937,,1937-10
,The Faber Book of Modern Stories,1937,https://shakespeareandco.princeton.edu/books/bowen-faber-book-modern/,1937-10
"Calder-Marshall, Arthur",Dead Centre,1935,https://shakespeareandco.princeton.edu/books/calder-marshall-dead-centre/,1937-10
"Caudwell, Christopher (pseudonym) Christopher St. John Sprigg",Six Queer Things,1937,https://shakespeareandco.princeton.edu/books/sprigg-six-queer-things/,1937-10
"Arlen, Michael/ Dikran Kouyoumdjian",The Crooked Coronet: And Other Misrepresentations of the Real Facts of Life,1937,https://shakespeareandco.princeton.edu/books/arlen-crooked-coronet-misrepresentations/,1937-10
"Young, Francis Brett",They Seek a Country,1937,https://shakespeareandco.princeton.edu/books/young-seek-country/,1937-10
"Masefield, John",Square Peg,1937,https://shakespeareandco.princeton.edu/books/masefield-square-peg/,1937-10
"AE/ Russell, George William",The Living Torch,1937,https://shakespeareandco.princeton.edu/books/a-e-living-torch/,1937-10
"Magee, William Kirkpatrick",A Memoir of A. E. George W. Russell,1937,https://shakespeareandco.princeton.edu/books/magee-memoir-e-george/,1937-10
"Trotsky, Leon",The Revolution Betrayed:,1937,https://shakespeareandco.princeton.edu/books/trotsky-revolution-betrayed-soviet/,1937-10
"Hurston, Zora Neale",Their Eyes Were Watching God,1937,,1937-10
"Briffault, Robert",Europa in Limbo,1937,https://shakespeareandco.princeton.edu/books/briffault-europa-limbo/,1937-10
"Tracy, Virginia",Personal Appearance of a Lioness,1937,https://shakespeareandco.princeton.edu/books/tracy-personal-appearance-lioness/,1937-10
"Crofts, Freeman Wills",Found Floating: an Inspector French Detective Story,1937,https://shakespeareandco.princeton.edu/books/crofts-found-floating-inspector/,1937-10
"Rosenberg, Isaac",The Collected Works of Isaac Rosenberg,1937,,1937-10
"Lewis, C. Day",The Collected Poems of C. Day Lewis 1929-1933,1935,https://shakespeareandco.princeton.edu/books/day-lewis-collected-poems/,1937-10
"Fox, Paul Hervey",The Antagonists,1937,https://shakespeareandco.princeton.edu/books/fox-antagonists/,1937-10
"West, Vita Sackville",Pepita,1937,https://shakespeareandco.princeton.edu/books/sackville-west-pepita/,1937-10
"O' Faolain, Sean",A Purse of Coppers: Short Stories,1937,https://shakespeareandco.princeton.edu/books/ofaolain-purse-coppers-short/,1937-10
"Patrick, Q. (pseudonym) Richard Wilson Webb and Hugh Callingham Wheeler",Death for Dear Clara,1937,https://shakespeareandco.princeton.edu/books/wheeler-death-dear-clara/,1937-10
"Charteris, Leslie",The Ace of Knaves,1937,https://shakespeareandco.princeton.edu/books/charteris-ace-knaves/,1937-10
"Gray, Thomas",Correspondance of Thomas Gray,1935,https://shakespeareandco.princeton.edu/books/gray-correspondence-thomas-gray/,1937-10
"Christie, Agatha",Death on the Nile,1937,https://shakespeareandco.princeton.edu/books/christie-death-nile/,1937-10
"Dobson, Sylvia",The Happy Philistine,1937,https://shakespeareandco.princeton.edu/books/dobson-happy-philistine/,1937-11
,New Letters in AMerica Vol 1,1937,,1937-11
"Grant, Joan",Winged Pharaoh,1937,https://shakespeareandco.princeton.edu/books/grant-winged-pharaoh/,1937-11
"Cody, Morrill and Jimmy Charters","This Must Be the Place: Memoirs of Jimmy (The Barman), as Told By Morrill Cody",1934,https://shakespeareandco.princeton.edu/books/charters-must-place-memoirs/,1937-11
"Bush, Christoppher (pseudinym) Charlie Christmas Bush",The Wedding Night Murder,1937,https://shakespeareandco.princeton.edu/books/bush-wedding-night-murder/,1937-11
"Duranty, Walter","One Life, Lone Kopek",1937,https://shakespeareandco.princeton.edu/books/duranty-one-life-one/,1937-11
"Luhan, Mabel Dodge",Edge of Taos Desert: Intimate Memories 4,1937,https://shakespeareandco.princeton.edu/books/luhan-edge-taos-desert/,1937-11
"Borden, Mary (pseudonym) Bridget Maclagan",The Black Virgin,1937,https://shakespeareandco.princeton.edu/books/borden-black-virgin-novel/,1937-11
"Carr, John Dickson (pseudonym) Carter Dickson",To Wake the Dead,1937,https://shakespeareandco.princeton.edu/books/carr-wake-dead/,1937-11
"Rhine, J. B.",New Frontiers of the Mind: The Story of the Duke Experiments,1937,,1937-11
"Hurst, Fannie",We Are Ten,1937,https://shakespeareandco.princeton.edu/books/hurst-ten/,1937-11
"Brady, Robert Alexander",The Spirit and Structure of German Facsism,1937,https://shakespeareandco.princeton.edu/books/brady-spirit-structure-german/,1937-11
"Thorp, Margaret Farrand",Charles Kingsley 1819-1875,1937,https://shakespeareandco.princeton.edu/books/charles-kingsley/,1937-11
"Kaye-Smith, Sheila",Three Ways Home,1937,https://shakespeareandco.princeton.edu/books/kaye-smith-three-ways-home/,1937-11
"Huxley, Aldous",Ends and Means: An Inquiry Into the Nature of Ideals,1937,https://shakespeareandco.princeton.edu/books/huxley-ends-means-enquiry/,1937-11
"Holtby, Winifred",Pavementa at Anderby,1937,https://shakespeareandco.princeton.edu/books/holtby-pavements-anderby/,1937-11
"Lehmann, John",Prometheus and the Bolsheviks,1937,,1937-11
"Nicolson, Harold",Helen's Tower,1937,https://shakespeareandco.princeton.edu/books/nicolson-helens-tower/,1937-12
"Mowrer, Lillian T.",Journalist's Wife,1937,https://shakespeareandco.princeton.edu/books/mowrer-journalists-wife/,1937-12
"Wickenden, Leonard Daniel",The Running of the Deer,1937,https://shakespeareandco.princeton.edu/books/wickenden-running-deer/,1937-12
"Gardner, Erle Stanley (pseudonym) Carleton Kendrake",Murder Up My Sleeve,1937,https://shakespeareandco.princeton.edu/books/gardner-murder-sleeve/,1937-12
"Paul, Elliot",Life and Death of a Spanish Town,1937,https://shakespeareandco.princeton.edu/books/paul-elliot-life-death-spanish/,1937-12
"Edmonds, Walter Dumaux",Drums Along the Mohawk,1936,https://shakespeareandco.princeton.edu/books/edmonds-drums-along-mohawk/,1937-12
"Chang, P'eng-ch ' un",China at the Crossroads: The Chinese Situation in Perspective,1936,https://shakespeareandco.princeton.edu/books/edmonds-drums-along-mohawk/,1938-1
"Thompson, Edward John",The Life of Charles Lord Metcalfe,1937,https://shakespeareandco.princeton.edu/books/thompson-life-charles-lord/,1938-01
"Koestler, Arthur",Spanish Testament,1937,https://shakespeareandco.princeton.edu/books/koestler-spanish-testament/,1938-01
"Snow, Edgar",Red Star Over China,1937,https://shakespeareandco.princeton.edu/books/snow-red-star-china/,1938-01
"Lawrence, T. E.",Seven Pillars of Wisdom,1935,https://shakespeareandco.princeton.edu/books/lawrence-seven-pillars-wisdom/,1938-01
"Bridge, Ann (pseudonym) Mary Ann Dolling (Sanders) Lady O' Malley",Enchanter's Nightshade,1937,https://shakespeareandco.princeton.edu/books/bridge-enchanters-nightshade/,1938-01
"Rosten, Leo",The Education of Hymann Kaplan,1937,https://shakespeareandco.princeton.edu/books/rosten-education-hyman-kaplan/,1938-01
"Maugham, W. Sommerset",The Summing Up,1938,https://shakespeareandco.princeton.edu/books/maugham-summing/,1938-01
"Stein, Gertrude",Everybody's Autobiography,1937,https://shakespeareandco.princeton.edu/books/stein-everybodys-autobiography/,1938-01
"Roosevelt, Eleanor",This is My Story,1937,https://shakespeareandco.princeton.edu/books/roosevelt-story/,1938-01
"Wodehouse, P. G. ",Summer Moonshine,1937,https://shakespeareandco.princeton.edu/books/wodehouse-summer-moonshine/,1938-02
"Odets, Clifford",Golden Boy,1937,,1938-02
"Lewis, Sinclair",The Prodigal Parents,1938,https://shakespeareandco.princeton.edu/books/lewis-prodigal-parents/,1938-02
"Drew, Elizabeth A. ",Discovering Drama,1937,https://shakespeareandco.princeton.edu/books/drew-discovering-drama/,1938-02
"Steer, George Lowther",The Tree of Gernika: A Field Study of Modern War,1938,https://shakespeareandco.princeton.edu/books/steer-tree-gernika-field/,1938-02
"Hart, Henry",The Writer in a Changing World,1937,https://shakespeareandco.princeton.edu/books/hart-writer-changing-world/,1938-02
"Aldington, Richard",Seven Against Reeves: A Comedy-Farce,1938,https://shakespeareandco.princeton.edu/books/aldington-seven-reeves-comedy/,1938-02
"Walpole, Hugh",Head in Green Bronze and Other Stories,1938,https://shakespeareandco.princeton.edu/books/walpole-head-green-bronze/,1938-02
"Barrie, J. M.",The Boy David: A PLay in Three Acts,1938,https://shakespeareandco.princeton.edu/books/barrie-boy-david-play/,1938-02
"Barrie, J. M.","The Greenwood Hat: Being a Memoir of James Anon, 1885-1887",1930,https://shakespeareandco.princeton.edu/books/barrie-greenwood-hat/,1938-02
"Thompson, Edward John",The Youngest Disciple,1938,,1938-02
"Lyons, Eugene",Assignment in Utopia,1937,https://shakespeareandco.princeton.edu/books/lyons-assignment-utopia/,1938-02
"Sitwell, Osbert",Those Were the Days,1938,,1938-02
"Wilkins, William Vaughan",Ans So-Victoria,1937,https://shakespeareandco.princeton.edu/books/wilkins-victoria/,1938-02
"Wells, H. G.",World Brain,1938,https://shakespeareandco.princeton.edu/books/wells-world-brain/,1938-02
,New directions in Prose and Poetry 1937,1937,https://shakespeareandco.princeton.edu/books/new-directions-prose/,1938-02
"Hoover, J. Edgar",Persons in Hiding,1938,https://shakespeareandco.princeton.edu/books/hoover-persons-hiding/,1938-02
"Lagden, Mervyn",The Beginning and Other Stories,1935,https://shakespeareandco.princeton.edu/books/lagden-beginning-stories/,1938-02
"Cain, James M.",Serenade,1937,https://shakespeareandco.princeton.edu/books/cain-serenade/,1938-02
"Gilligan, Edmund",Boundary Against Night,1937,https://shakespeareandco.princeton.edu/books/gilligan-boundary-night/,1938-02
"Roosevelt, Eleanor",This Troubled World,1938,,1938-02
"MacDonald, Philip",Warrant For X,1938,https://shakespeareandco.princeton.edu/books/macdonald-warrant-x/,1938-03
"Gardner, Erle Stanley (pseudonym) Carleton Kendrake",The Case of the Lame Canary,1937,https://shakespeareandco.princeton.edu/books/gardner-case-lame-canary/,1938-03
"Spender, Stephen",Trial of a Judge: A Tragedy in Five Acts,1938,https://shakespeareandco.princeton.edu/books/spender-trial-judge-tragedy/,1938-03
"Isherwood, Christopher",Lions and Shadows,1938,https://shakespeareandco.princeton.edu/books/isherwood-lions-shadows-education/,1938-03
"Macaulay, Rose",The Writings of E. M. Forster,1938,https://shakespeareandco.princeton.edu/books/macaulay-writings-e-forster/,1938-03
"Farrell, James T.",Fellow Countrymen: Collected Stories,1937,https://shakespeareandco.princeton.edu/books/farrell-fellow-countrymen-collected/,1938-03
"Strange, John Stephen (pseudonym) Dorothy Stockbridge Tillett",Silent Witnesses,1938,https://shakespeareandco.princeton.edu/books/strange-silent-witnesses/,1938-03
"Dickson, Carter (pseudonym) John Dickson Carr",The Judas Window,1938,https://shakespeareandco.princeton.edu/books/carr-judas-window/,1938-03
"Shaw, George Bernard",London Music in 1888-1889,1937,https://shakespeareandco.princeton.edu/books/shaw-london-music-1888/,1938-03
"Faulkner, William",The Unvanquished,1938,https://shakespeareandco.princeton.edu/books/faulkner-unvanquished/,1938-03
"Caldwell, Erskine",Journeyman,1938,https://shakespeareandco.princeton.edu/books/caldwell-journeyman/,1938-03
"Auden, W. H.",On This Island,1937,,1938-03
"Van Wagner, Ernest L. ",New York Detective,1938,https://shakespeareandco.princeton.edu/books/van-wagner-new-york-detective/,1938-04
"Woodward, William E. ",A New American History,1938,https://shakespeareandco.princeton.edu/books/woodward-new-american-history/,1938-04
"Smith, Eleanor",The Spanish House,1938,https://shakespeareandco.princeton.edu/books/smith-spanish-house/,1938-04
"Gerhardie, William Alexander",My Wife's the Least of It,1938,https://shakespeareandco.princeton.edu/books/gerhardie-wifes-least/,1938-04
"Gryllis, R. Glynn",Mary Shelley: A Biography,1938,https://shakespeareandco.princeton.edu/books/mary-shelley/,1938-04
"Roberts, Kenneth",Northwest Passage,1937,https://shakespeareandco.princeton.edu/books/roberts-northwest-passage/,1938-04
"Voigt, F. A.",Unto Ceasar,1938,https://shakespeareandco.princeton.edu/books/voigt-unto-caesar/,1938-04
"Dane, Clemence (pseudonym) Winifred Ashton",The Moon is Feminine,1938,https://shakespeareandco.princeton.edu/books/dane-moon-feminine/,1938-04
"Latimer, Johnathan",The Dead Don't Care,1938,https://shakespeareandco.princeton.edu/books/latimer-dead-dont-care/,1938-04
"Ferber, Edna",Nobody's in Town,1938,https://shakespeareandco.princeton.edu/books/ferber-nobodys-town/,1938-04
"Bruer, Bessie",The Daughter,1938,https://shakespeareandco.princeton.edu/books/breuer-daughter/,1938-04
"Benet, Stephen Vincent",Thirteen O'Clock: Stories of Several Worlds,1937,https://shakespeareandco.princeton.edu/books/benet-thirteen-oclock-stories/,1938-04
"Mann, Thomas",Joseph in Egypt,1938,https://shakespeareandco.princeton.edu/books/mann-joseph-egypt/,1938-05
"Orwell, George",Homage to Catalonia,1938,https://shakespeareandco.princeton.edu/books/orwell-homage-catalonia/,1938-05
"Gibbs, Philip",Across the Frontiers,1938,https://shakespeareandco.princeton.edu/books/gibbs-across-frontiers/,1938-05
"Sullivan, J. W. N.","Isaac Newton, 1642-1727",1938,,1938-05
"Beckett, Samuel",Murphy,1938,https://shakespeareandco.princeton.edu/books/beckett-murphy/,1938-05
"Strachey, John",What Are We To Do?,1938,,1938-05
"Brontman, L",On Top of the World: Expedition to the North Pole,1938,,1938-05
"Bentley, Phyllis",Sleep in Peace,1938,https://shakespeareandco.princeton.edu/books/bentley-sleep-peace/,1938-05
"Queen, Ellery (pseudonym) Dannay, Frederic and Manfred B. Lee",The Devil to Pay,1938,https://shakespeareandco.princeton.edu/books/queen-devil-pay/,1938-05
"Waugh, Evelyn",Scoop,1938,https://shakespeareandco.princeton.edu/books/waugh-scoop/,1938-05
"Rawlings, Marjorie Kinnan",The Yearling,1938,https://shakespeareandco.princeton.edu/books/rawlings-yearling/,1938-05
"Young, Eugene Jared",Looking Behind the Cenrsoship,1938,https://shakespeareandco.princeton.edu/books/young-looking-behind-censorships/,1938-05
"Menninger, Karl",Man Against Himself,1938,https://shakespeareandco.princeton.edu/books/menninger-man/,1938-05
"Wilson, Edmund",The Triple Thinkers: Ten Essays on LIturature,1938,https://shakespeareandco.princeton.edu/books/wilson-triple-thinkers-ten/,1938-05
"Dos Passos, John",Journeys Between Wars,1938,https://shakespeareandco.princeton.edu/books/dos-passos-journeys-wars/,1938-05
"Monroe, Harriet",A Poet's Life,1938,https://shakespeareandco.princeton.edu/books/monroe-poets-life/,1938-05
"Wilder, Thornton",Our Town,1938,https://shakespeareandco.princeton.edu/books/wilder-town/,1938-05
"de Kruif, Paul",The Fight For Life,1938,https://shakespeareandco.princeton.edu/books/de-kruif-fight-life/,1938-05
"O' Hara, John",Hope of Heaven,1938,https://shakespeareandco.princeton.edu/books/ohara-hope-heaven-stories/,1938-05
"Popkin, Zelda",Death Wears a White Gardenia,1938,https://shakespeareandco.princeton.edu/books/popkin-death-wears-white/,1938-05
"Woolf, Virginia",Three Guineas,1938,https://shakespeareandco.princeton.edu/books/woolf-three-guineas/,1938-05
"Dunsany, Lord ",Autobiography,1938,https://shakespeareandco.princeton.edu/books/dunsany-autobiography/,1938-05
"Hughs, Richard",In Hazard: A Sea Story,1938,https://shakespeareandco.princeton.edu/books/hughes-hazard/,1938-07
"Hart, Marion",Who Called That Lady a Skipper? The Strange Voyage of a Woman Navigator,1938,https://shakespeareandco.princeton.edu/books/hart-called-lady-skipper/,1938-07
"Greene, Graham",Brighton Rock,1938,https://shakespeareandco.princeton.edu/books/greene-brighton-rock/,1938-07
"Degras, Henry Ernest (pseudonym) Mark Benney",The Truth About English Prisons,1938,https://shakespeareandco.princeton.edu/books/degras-truth-english-prisons/,1938-07
"Griffin, Frank or Private XYZ",I Joined the Army,1937,,1938-07
"Massey, Philip",Portrait of a Mining Town,1937,,1938-07
"Rosenberg, Melrich V.",Eleanor of Aquitaine: Queen of the Troubadors and the COurts of Love,1937,https://shakespeareandco.princeton.edu/books/rosenberg-eleanor-aquitaine-queen/,1938-07
"Murphy, Gwendolen",The Modern Poet: An Anthology,1938,https://shakespeareandco.princeton.edu/books/murphy-modern-poet-anthology/,1938-07
"Caldwell, Erskine",Southways: Stories,1938,https://shakespeareandco.princeton.edu/books/caldwell-southways-stories/,1938-07
"Boileau, Ethel",Ballade in G Minor,1938,,1938-09
"Saltmarsh, H. F",Foreknowledge: Psychical Experiences,1938,,1938-10
"Young, Francis Brett",Dr. Bradley Remembers,1938,https://shakespeareandco.princeton.edu/books/young-dr-bradley-remembers/,1938-10
"du Maurier, Daphne",Rebecca,1938,https://shakespeareandco.princeton.edu/books/du-maurier-rebecca/,1938-10
"Holt, Gavin (pseudonym) Charles Rodda",The Theme is Murder,1938,https://shakespeareandco.princeton.edu/books/rodda-theme-murder/,1938-10
"Walpole, Hugh",The Joyful Delaneys: A Novel,1938,https://shakespeareandco.princeton.edu/books/walpole-joyful-delaneys-novel/,1938-10
"James, C. L. R.",The Black Jacobins: Toussaint L'Ouverture and the San Doingo Revolution,1938,https://shakespeareandco.princeton.edu/books/james-black-jacobins-toussaint/,1938-10
"Priestley, J. B.",The Dommsday Men,1938,https://shakespeareandco.princeton.edu/books/priestley-doomsday-men/,1938-10
"Morgan, Charles",The Flashing Stream: A PLay,1938,https://shakespeareandco.princeton.edu/books/morgan-flashing-stream-play/,1938-10
"Masefield, John",Dead Ned,1938,,1938-10
"Gibbs, Lewis (pseudonym) Joseph Walter Cove",Vanessa and the Dean,1938,https://shakespeareandco.princeton.edu/books/gibbs-vanessa-dean-ironic/,1938-10
"Disraeli, Benjamin","Letters From Benjamin Disraeli to Frances Ann, Marchioness of Londonberry, 1837-1861",1938,https://shakespeareandco.princeton.edu/books/disraeli-letters-benjamin-disraeli/,1938-10
"de la Roche, Mazo",Growth of a Man,1938,https://shakespeareandco.princeton.edu/books/de-la-roche-growth-man/,1938-10
"Smith, Logan Pearsall",Unforgotten Years,1938,https://shakespeareandco.princeton.edu/books/smith-unforgotten-years/,1938-10
"Davies, Rhys",Jubilee Blues,1938,,1938-10
"Bailey, H. C.",This is Mr. Fortune,1938,https://shakespeareandco.princeton.edu/books/bailey-mr-fortune-2/,1938-10
"Dickson, Carter (pseudonym) John Dickson Carr",Death in Five Boxes,1938,https://shakespeareandco.princeton.edu/books/carr-death-five-boxes/,1938-10
"Mumford, Lewis",The Culture of Cities,1938,https://shakespeareandco.princeton.edu/books/mumford-culture-cities/,1938-10
"Sassoon, Siegfried","The Old Century, And Seven More Years",1938,https://shakespeareandco.princeton.edu/books/sassoon-old-century-seven/,1938-10
"Bagnold, Enid",The Squire,1938,https://shakespeareandco.princeton.edu/books/bagnold-squire/,1938-10
"McKenney, Ruth",My Sister Eileen,1938,https://shakespeareandco.princeton.edu/books/mckenney-sister-eileen/,1938-10
"Grierson, Herbert John Clifford","Sir Walter Scott, Bart",1938,https://shakespeareandco.princeton.edu/books/sir-walter-scott/,1938-10
"Spender, John A.",The Government of Mankind,1938,https://shakespeareandco.princeton.edu/books/spender-government-mankind/,1938-10
"Butts, Mary",Last Stories,1938,https://shakespeareandco.princeton.edu/books/butts-last-stories/,1938-10
"Hemingway, Ernest",The Fifth Column and the First Forty-Nine Stories,1938,https://shakespeareandco.princeton.edu/books/hemingway-fifth-column-first/,1938-10
"Steinbeck, John",The Long Valley,1938,https://shakespeareandco.princeton.edu/books/steinbeck-long-valley/,1938-10
"Lockhart, Robert Hamilton Bruce",Guns or Butter,1938,https://shakespeareandco.princeton.edu/books/lockhart-guns-butter/,1938-10
"Rinehart, Mary Roberts",The Wall,1938,https://shakespeareandco.princeton.edu/books/rinehart-wall/,1938-10
"Kafka, Franz",America,1938,https://shakespeareandco.princeton.edu/books/kafka-america/,1938-10
"Reed, Douglas",Insanity Fair,1938,https://shakespeareandco.princeton.edu/books/reed-insanity-fair-european/,1938-10
,Samuel Taylor Coleridge,?,https://shakespeareandco.princeton.edu/books/samuel-taylor-coleridge/,1938-10
"Wells, H. G.",Apropos of Dolores,1938,https://shakespeareandco.princeton.edu/books/wells-apropos-dolores/,1938-10
"Auden, W. H. and Christopher Isherwood",On the Frontier,1938,https://shakespeareandco.princeton.edu/books/auden-frontier-melodrama-three/,1938-10
"Curie, Eve",Madame Curie,1937,https://shakespeareandco.princeton.edu/books/curie-madame-curie/,1938-10
,The Best Short Stories of 1938: English and American,1938,https://shakespeareandco.princeton.edu/books/obrien-best-short-stories-1938-english/,1938-10
"Riding, Laura",Collected Poems,1938,,1938-10
"Beals, Carleton",The Coming Struggle for Latin America,1938,https://shakespeareandco.princeton.edu/books/beals-coming-struggle-latin/,1938-10
"Lindbergh, Anne Morrow",Listen! The Wind,1938,https://shakespeareandco.princeton.edu/books/beals-coming-struggle-latin/,1938-10
"Belloc, Hilaire",Monarchy,1938,https://shakespeareandco.princeton.edu/books/monarchy/,1938-10
"Stein, Gertrude",Picasso,1938,https://shakespeareandco.princeton.edu/books/stein-picasso/,1938-12
"Eberhart, Mignon Good",The Glass Sliper,1938,https://shakespeareandco.princeton.edu/books/eberhart-glass-slipper/,1938-12
"Lawrence, T. E.",The Letters of T. E. Lawrence,1938,https://shakespeareandco.princeton.edu/books/lawrence-letters-e-lawrence/,1938-12
"Richardson, Handel (pseudonym) Ethel Florence Richardson",Young Cosima,1939,https://shakespeareandco.princeton.edu/books/richardson-young-cosima/,1939-1
"Thompson, Sylvia",The Adventure of Chistopher Columin,1938,,1939-01
"Arlen, Michael-Dikran Kouyoumdjian",The Flying Dutchman,1939,https://shakespeareandco.princeton.edu/books/arlen-flying-dutchman/,1939-01
"Baker, Dorothy",Young Man With a Horn,1939,https://shakespeareandco.princeton.edu/books/baker-young-man-horn/,1939-01
"Stead, Christina",House of All Nations,1938,https://shakespeareandco.princeton.edu/books/stead-house-nations/,1939-01
"Roberts, Elizabeth Madox",Black is My True Love's Hair,1938,https://shakespeareandco.princeton.edu/books/roberts-black-true-loves/,1939-01
"Kaye-Smith, Shelia",The Valiant Woman,1938,https://shakespeareandco.princeton.edu/books/kaye-smith-valiant-woman/,1939-01
"Hoare, Dorothy Mackenzie",Some Studies in the Modern Novel,1938,https://shakespeareandco.princeton.edu/books/hoare-studies-modern-novel/,1939-01
"Spring, Howard",My Son! My Son!,1938,https://shakespeareandco.princeton.edu/books/spring-my-son-my/,1939-01
"Fante, John","Waint Until Spring, Bandini",1938,https://shakespeareandco.princeton.edu/books/fante-wait-spring-bandini/,1939-01
"Mann, Thomas",The Coming Victory of Democracy,1938,https://shakespeareandco.princeton.edu/books/mann-coming-victory-democracy/,1939-01
"Bibesco, Marthe",Katai,1939,https://shakespeareandco.princeton.edu/books/bibesco-katia/,1939-02
"Dickson, Carter and Cecil Street",Drop to His Death,1939,https://shakespeareandco.princeton.edu/books/carr-drop-death/,1939-02
"Macmurray, John",The Clue to History,1939,https://shakespeareandco.princeton.edu/books/macmurray-clue-history/,1939-02
"Gardner, Erle Stanley (pseudonym) Carleton Kendrake",The Bigger They Come,1939,https://shakespeareandco.princeton.edu/books/gardner-bigger-come/,1939-02
"Taylor, Phoebe Atwood",Banbury Bog,1938,https://shakespeareandco.princeton.edu/books/taylor-banbury-bog/,1939-02
"Dane, Joel Y. (pseudonym) Joseph Francis Delany",The Christmas Tree Murders,1938,https://shakespeareandco.princeton.edu/books/dane-christmas-tree-murders/,1939-02
"Dean, Robert George",A Murder of Convenience,1938,https://shakespeareandco.princeton.edu/books/dean-murder-convenience/,1939-02
"Tate, Allen",The Fathers,1938,https://shakespeareandco.princeton.edu/books/tate-fathers/,1939-02
"Van Doren, Carl",Benjamin Franklin,1938,https://shakespeareandco.princeton.edu/books/van-doren-benjamin-franklin/,1939-02
"Meade, Julian Rutherford",The Back Door,1938,https://shakespeareandco.princeton.edu/books/meade-back-door/,1939-02
"Faulkner, William",The Wild Palms,1939,https://shakespeareandco.princeton.edu/books/faulkner-wild-palms/,1939-03
"Field, Rachel",All This and Heaven Too,1938,https://shakespeareandco.princeton.edu/books/field-heaven/,1939-03
"Wright, Richard",Uncle Tom's Children,1938,,1939-03
"Warner, Sylvia Townsend",After the Death of Don Jaun,1938,https://shakespeareandco.princeton.edu/books/warner-death-don-juan/,1939-03
"Maugham, W. Somerset",Christmas Holiday,1939,https://shakespeareandco.princeton.edu/books/maugham-christmas-holiday/,1939-03
"Bottome, Phyllis",Murder in the Bud,1939,https://shakespeareandco.princeton.edu/books/bottome-murder-bud/,1939-03
"Queen, Ellery (pseudonym) Dannay, Frederic and Manfred B. Lee",The Four of Hearts,1938,https://shakespeareandco.princeton.edu/books/queen-four-hearts/,1939-03
"Ransom, John Crowe",The World's Body,1938,https://shakespeareandco.princeton.edu/books/ransom-worlds-body/,1939-03
"Eliot, T. S.",A Family Reunion,1939,https://shakespeareandco.princeton.edu/books/eliot-family-reunion/,1939-03
"Delafield, E. M. (pseudonym) Elizabeth Monica Dahwood",Three Marriages: When Women Love,1939,https://shakespeareandco.princeton.edu/books/delafield-three-marriages/,1939-03
"Isherwood, Christopher",Goodbye to Berlin,1939,https://shakespeareandco.princeton.edu/books/isherwood-goodbye-berlin/,1939-03
