author,title,pub_date,item_uri,acq_date
"Auden, W. H. and Christopher Isherwood",Journey to a War,1939,https://shakespeareandco.princeton.edu/books/auden-journey-war/,1939-03
"Pudney, John",Uncle Arthur and Other Stories,1939,https://shakespeareandco.princeton.edu/books/auden-journey-war/,1939-03
"O'Brien, Flann, Brian O'Nolan, Brian O'Nuallain",At Swim-Two-Birds,1939,https://shakespeareandco.princeton.edu/books/obrien-swim-two-birds/,1939-03
"Vachell, Horance Annesley",Phoebe's Guest Hoes: A Novel,1939,https://shakespeareandco.princeton.edu/books/vachell-phoebes-guest-house/,1939-03
"Speaight, Robert",The Unbroken Heart,1939,https://shakespeareandco.princeton.edu/books/speaight-unbroken-heart/,1939-04
"Stern, G. B. ",The Woman in the Hall,1939,https://shakespeareandco.princeton.edu/books/stern-woman-hall/,1939-04
,Famous Plays of 1938-39,1939,https://shakespeareandco.princeton.edu/books/famous-plays-1938/,1939-04
"Rodocanachi, C. P.",Forever Ulysses,1938,https://shakespeareandco.princeton.edu/books/rodocanachi-forever-ulysses/,1939-04
"Waln, Nora",Reaching For the Stars,1939,https://shakespeareandco.princeton.edu/books/waln-reaching-stars/,1939-04
"Elliot, Paul",Stars and Stripes Forever,1939,https://shakespeareandco.princeton.edu/books/paul-elliot-stars-stripes-forever/,1939-04
"Stern, James",Something Wrong: A Collective of Twelve Stories,1938,https://shakespeareandco.princeton.edu/books/stern-something-wrong-collective/,1939-04
"Geyde, G. E. R.",Fallen Bastions,1939,https://shakespeareandco.princeton.edu/books/geyde-fallen-bastions/,1939-04
"Buck, Pearl S. ",The Patriot,1939,https://shakespeareandco.princeton.edu/books/buck-patriot/,1939-04
"Muir, Edwin",The Present Age From 1914 (Introductions to English Literature 5),1939,https://shakespeareandco.princeton.edu/books/muir-present-age-1914/,1939-05
"Gardner, Erle Stanley (pseudonym) Carleton Kendrake",The D. A> Holds a Candle,1938,https://shakespeareandco.princeton.edu/books/gardner-holds-candle/,1939-05
"Joyce, James",Finnegans Wake,1939,https://shakespeareandco.princeton.edu/books/joyce-finnegans-wake/,1939-05
"Zweig, Stephan",Beware of Pity,1939,https://shakespeareandco.princeton.edu/books/zweig-beware-pity/,1939-05
"Marquand, John P.",Wickford Point,1939,https://shakespeareandco.princeton.edu/books/marquand-wickford-point/,1939-05
"Steinbeck, John",The Grapes of Wrath,1939,https://shakespeareandco.princeton.edu/books/steinbeck-grapes-wrath/,1939-05
"Clarke, Donald Henderson",Millie's Daughter,1939,https://shakespeareandco.princeton.edu/books/clarke-millies-daughter/,1939-05
"Page, Elizabeth",The Tree of Liberty,1939,https://shakespeareandco.princeton.edu/books/page-tree-liberty/,1939-05
"Stout, Rex","The Red Bull, or, Some Buried Caesar",1939,https://shakespeareandco.princeton.edu/books/stout-red-bull-buried/,1939-05
"Gardner, Erle Stanley (pseudonym) Carleton Kendrake",The Case of the Purjured Parrot,1939,https://shakespeareandco.princeton.edu/books/gardner-case-perjured-parrot/,1939-05
"Fisher, Dorothy Canfield",Seasoned Timber,1939,https://shakespeareandco.princeton.edu/books/fisher-seasoned-timber/,1939-05
"Sharpe, Margery",Harlequin House,1939,https://shakespeareandco.princeton.edu/books/sharp-harlequin-house/,1939-05
"Phelps, William Lyon",William Lyon Phelps: Autobiography With Letters,1939,https://shakespeareandco.princeton.edu/books/phelps-william-lyon-phelps/,1939-05
"Parker, Dorothy",Here Lies:The Collected Stories,1939,https://shakespeareandco.princeton.edu/books/parker-lies-collected-stories/,1939-05
"Mann, Erika and Klaus Mann",Escape to Life,1939,https://shakespeareandco.princeton.edu/books/mann-escape-life/,1939-05
"Lin, Adet and Tai-yi Lin/ Anor Lin",Our Family,1939,https://shakespeareandco.princeton.edu/books/lin-family/,1939-05
"Beresford, J. D.",Snell's Folly,1939,https://shakespeareandco.princeton.edu/books/beresford-snells-folly/,1939-05
"Dos Passos, John",Adventures of a Young Man,1939,https://shakespeareandco.princeton.edu/books/dos-passos-adventures-young-man/,1939-06
"Orwell, George",Coming up for Air,1939,https://shakespeareandco.princeton.edu/books/orwell-coming-air/,1939-06
"Gogarthy, Oliver St. John",Tumbing in the Hay,1939,https://shakespeareandco.princeton.edu/books/gogarty-tumbling-hay/,1939-06
"Valentine, William",The Fox Prowls,1939,https://shakespeareandco.princeton.edu/books/williams-fox-prowls/,1939-07
"Burman, Ben Lucien",Blow for a Landing,1938,,1939-07
"Gunther, John",Inside Asia,1939,https://shakespeareandco.princeton.edu/books/gunther-inside-asia/,1939-07
"West, Nathanael",The Day of the Locust,1939,https://shakespeareandco.princeton.edu/books/west-day-locust/,1939-07
"Sherwood, Robert E.",Abe Lincoln in Illinois,1939,https://shakespeareandco.princeton.edu/books/sherwood-abe-lincoln-illinois/,1939-07
"Eliot, T. S.",The Old Possum's Book of Practical Cats,1939,https://shakespeareandco.princeton.edu/books/eliot-old-possums-book/,1939-10
"Eliot, T. S.",The Idea of a Christian Society,1939,https://shakespeareandco.princeton.edu/books/eliot-idea-christian-society/,1939-11
"Huxley, Aldous",After Many a Summer,1939,https://shakespeareandco.princeton.edu/books/huxley-many-summer/,1939-11
"Bridge, Ann (pseudonym) Mary Ann Dolling Sanders",Four-Part Setting,1939,https://shakespeareandco.princeton.edu/books/bridge-four-part-setting/,1939-11
,"New Wrirting: New Series 3, Christmas 1939",1939,https://shakespeareandco.princeton.edu/books/lehmann-new-writing/,1939-12
"Rawling, Marjorie Kinnan",Golden Apples,1935,https://shakespeareandco.princeton.edu/books/rawlings-golden-apples/,1939-12
"Hare, Martin (pseudonym) Zoe (Girling) Zajdlerowa",Polonaise,1939,https://shakespeareandco.princeton.edu/books/hare-polonaise/,1939-12
"Priestley, J. B.",Let the People Sing,1939,https://shakespeareandco.princeton.edu/books/priestley-let-people-sing/,1939-12
"Dickson, Carter (pseudonym) John DIckson Carr",The Reader is Warned,1939,https://shakespeareandco.princeton.edu/books/carr-reader-warned/,1939-12
"Forster, E. M.",What I Believe,1938,https://shakespeareandco.princeton.edu/books/forster-believe/,1939-12
"Spender, Stephen",The New Realism,1939,,1939-12
"Woolf, Virginia",Reviewing,1939,https://shakespeareandco.princeton.edu/books/woolf-reviewing/,1939-12
"Prokosch, Frederic",Night of the Poor,1939,https://shakespeareandco.princeton.edu/books/prokosch-night-poor/,1939-12
"Bromfield, Lewis/ Louis Bromfield",It Takes All Kinds,1938,https://shakespeareandco.princeton.edu/books/louis-bromfield-takes-kinds/,1939-12
"Nicolson, Harold","Marginal Comment: January 6-August4, 1939",1939,https://shakespeareandco.princeton.edu/books/nicolson-marginal-january-6/,1939-12
"Heppenstall, Rayner",The Blaze of Noon,1939,https://shakespeareandco.princeton.edu/books/heppenstall-blaze-noon/,1939-12
"de Polnay, Peter","Children, My Children!",1939,https://shakespeareandco.princeton.edu/books/polnay-children-children/,1939-12
"Borden, Mary (pseudonym) Bridget Maclagan",Passport for a Girl,1939,https://shakespeareandco.princeton.edu/books/borden-passport-girl/,1939-12
"Queen, Ellery (pseudonym) Dannay, Frederic and Manfred B. Lee",The Dragon's Teeth,1939,https://shakespeareandco.princeton.edu/books/queen-dragons-teeth/,1939-12
"Sayers, Dorothy L.",In thr Teeth of the Evidence,1939,https://shakespeareandco.princeton.edu/books/sayers-teeth-evidence/,1939-12
"Lee, Jennie",tomorrow is a New Day,1939,https://shakespeareandco.princeton.edu/books/lee-tomorrow-new-day/,1939-12
"Rosten, Leo",The Strangest Places,1939,https://shakespeareandco.princeton.edu/books/lee-tomorrow-new-day/,1940-1
"Gibbons, Stella",My American: A Romance,1939,https://shakespeareandco.princeton.edu/books/gibbons-american-romance/,1940-1
"Shaw, George Bernard ",In Good King Charles's Golden Days,1939,https://shakespeareandco.princeton.edu/books/gibbons-american-romance/,1940-1
"Saroyan, William ","Peace, It's Wonderful",1939,https://shakespeareandco.princeton.edu/books/saroyan-peace-wonderful/,1940-2
"Fernee, Herbert",Now Gentlemen Please,1939,https://shakespeareandco.princeton.edu/books/fernee-now-gentlemen-please/,1940-2
"Cecil, David","The Young Melbourne, and the Story His Marriage With Caroline Lamb",1939,https://shakespeareandco.princeton.edu/books/cecil-young-melbourne-story/,1940-2
"Warren, Robert Penn",Night Rider,1939,https://shakespeareandco.princeton.edu/books/warren-night-rider/,1940-2
"Tomlinson, H. M.",The Day Before: A Romantic Chronicle,1939,https://shakespeareandco.princeton.edu/books/tomlinson-day-romantic-chronicle/,1940-2
"Eberhart, Mignon Good",Brief Return,1939,https://shakespeareandco.princeton.edu/books/eberhart-brief-return/,1940-3
"Eberhart, Mignon Good",The Chiffon Scarf,1939,https://shakespeareandco.princeton.edu/books/eberhart-chiffon-scarf/,1940-3
"Vance, Ethel (pseudonym) Grace Zaring Stone",Escape,1939,https://shakespeareandco.princeton.edu/books/vance-escape-novel-inside/,1940-3
"Houghton, Claude",Hudson Rejoins the Herd,1939,https://shakespeareandco.princeton.edu/books/oldfield-hudson-rejoins-herd/,1940-3
"Marsh, Nagaio",Death at the Bar,1940,https://shakespeareandco.princeton.edu/books/marsh-death-bar/,1940-3
"Caldwell, Taylor",Dynasty of Death,1938,https://shakespeareandco.princeton.edu/books/caldwell-dynasty-death/,1940-3
"Ashton, Helen",The Swan of Usk: A Historic Novel,1940,https://shakespeareandco.princeton.edu/books/ashton-swan-usk-historical/,1040-03
"Holtby, Winifred",Letters to a Friend,1937,https://shakespeareandco.princeton.edu/books/holtby-letters-friend/,1940-3
"Lehmann, Rosamond",No More Music,1939,https://shakespeareandco.princeton.edu/books/lehmann-music/,1940-03
,Contemporary Brittish Literature,1940,https://shakespeareandco.princeton.edu/books/contemporary-british-literature/,1940-3
"Christie, Agatha",Sad Cypress,1940,https://shakespeareandco.princeton.edu/books/christie-sad-cypress/,1940-3
"Lawrence, Josephine",But You Are Young,1940,https://shakespeareandco.princeton.edu/books/lawrence-young/,1940-3
"Streit, Clarence K.",Union Now,1939,https://shakespeareandco.princeton.edu/books/streit-union-now/,1940-03
"Nathan, Robert",Portrait of Jennie,1940,https://shakespeareandco.princeton.edu/books/nathan-portrait-jennie/,1940-4
"Tucker, Augusta",Miss Susie's Slagle's,1939,https://shakespeareandco.princeton.edu/books/tucker-miss-susie-slagles/,1940-4
"Lorac, E. C. R.",Death at Dyke's Corner,1940,https://shakespeareandco.princeton.edu/books/lorac-death-dykes-corner/,1940-4
"Gorman, Herbert Sherman",James Joyce: His First Forty Years,1924,https://shakespeareandco.princeton.edu/books/gorman-james-joyce-first/,1940-4
"Ellis, Havelock",My Life: The Autobiography of Havelock Ellis,1939,https://shakespeareandco.princeton.edu/books/ellis-life-autobiography-havelock/,1940-4
"Street, Cecil (pseudonym) Burton, iles and John Rhode",Death on the Boat Train,1940,https://shakespeareandco.princeton.edu/books/street-death-boat-train/,1940-4
"Thomas, Dylan",Portrait of the Artist as a Young Dog,1940,https://shakespeareandco.princeton.edu/books/thomas-portrait-artist-young/,1940-04
"Thomas, Dylan",The Map of Love,1939,https://shakespeareandco.princeton.edu/books/thomas-map-love/,1940-4
"Harrison, G. B. ",Elizabethan Plays and Players,1940,https://shakespeareandco.princeton.edu/books/harrison-elizabethan-plays-players/,1940-5
,The Irish Theatre: Lectures Delivered During the Abbey Theatre Festival Held in Dublin in August 1938,1939,https://shakespeareandco.princeton.edu/books/irish-theater/,1940-5
"Bailey, H. C.",Mr. Fortune Here,1940,https://shakespeareandco.princeton.edu/books/bailey-mr-fortune/,1940-5
"Goldman, Willie",East End My Cradle,1940,,1940-5
"Kaye-Smith, Sheila",Ember Lane: A Winter's Tale,1940,https://shakespeareandco.princeton.edu/books/kaye-smith-ember-lane-winters/,1940-5
"Calder-Marshall, Arthur",The Way to Santiago,1940,https://shakespeareandco.princeton.edu/books/calder-marshall-way-santiago/,1940-5
"Seymour, Beatrice Kean",The Ubquiet Field,1940,https://shakespeareandco.princeton.edu/books/seymour-unquiet-field/,1940-5
"Horner, David",Through French Windows,1938,,1940-5
"Horner, David",Was it Yesterday?,1939,,1940-5
"Cooke, Dorian","The New Apocalypse: An Anthology of Crisism, Poems, and Stories",1940,,1940-5
"Spender, Stephen",The Backward Sun,1940,https://shakespeareandco.princeton.edu/books/spender-backward/,1940-5
"Brittain, Vera",Testament of Friendship,1940,https://shakespeareandco.princeton.edu/books/brittain-testament-friendship/,1940-5
"Boyle, Kat",The Crazy Hunter: Three Short Novels,1940,https://shakespeareandco.princeton.edu/books/boyle-crazy-hunter-three/,1940-5
"Forster, E. M.",England's Pleasant Land: A Pageant Play,1940,https://shakespeareandco.princeton.edu/books/forster-englands-pleasant-land/,1940-5
"Buck, Pearl S.",Other Gods: An American Legand,1940,https://shakespeareandco.princeton.edu/books/buck-gods-american-legend/,1940-5
"Caldwell, Erskine",Trouble in July,1940,https://shakespeareandco.princeton.edu/books/caldwell-trouble-july/,1940-5
"Wright, Richard",Native Son,1940,https://shakespeareandco.princeton.edu/books/wright-native/,1940-5
"Caldwell, Taylor",The Eagles Gather,1940,https://shakespeareandco.princeton.edu/books/caldwell-eagles-gather/,1940-5
"Greene, Graham",The Power and the Glory,1940,https://shakespeareandco.princeton.edu/books/greene-power-glory/,1940-5
,New Writing Spring 1940,1940,https://shakespeareandco.princeton.edu/books/lehmann-new-writing-1940/,1940-5
"Wodehouse, P. G.","Eggs, Beans, and Crumpets",1940,https://shakespeareandco.princeton.edu/books/wodehouse-eggs-beans-crumpets/,1940-5
"Masterman, Walter S.",The Death Coins,1940,https://shakespeareandco.princeton.edu/books/masterman-death-coins/,1940-5
"Teilhet, Darwin and Hildegard Teilhet",The Broken Face Murders,1940,https://shakespeareandco.princeton.edu/books/teilhet-broken-face-murders/,1940-5
"Maugham, W. Somerset",The Mixture as Before,1940,https://shakespeareandco.princeton.edu/books/maugham-mixture/,1940-5
